availability_365,reviews_per_month,number_of_reviews,minimum_nights,calculated_host_listings_count,latitude,longitude,churned,room_type_Hotel room,room_type_Private room,room_type_Shared room,churn_predicted
179,0.15,6,31,18,45.42073,-73.88436,0,False,True,False,1
363,0.21,7,35,1,45.49685,-73.56861,0,False,False,False,0
0,0.03,2,32,5,45.45252,-73.59008,1,False,True,False,1
3,2.12,136,2,72,45.53328,-73.61247,0,False,False,False,0
347,2.31,147,2,72,45.53314,-73.61258,0,False,False,False,0
340,2.35,151,2,72,45.53325,-73.61363,0,False,False,False,0
173,2.61,164,3,1,45.48016,-73.55882,0,False,False,False,0
0,0.05,2,31,130,45.47777,-73.59083,1,False,False,False,1
100,0.07,3,31,130,45.47817,-73.59114,0,False,False,False,1
113,0.15,9,31,130,45.47984,-73.58892,0,False,False,False,1
125,0.15,9,90,1,45.53162,-73.62003,0,False,False,False,1
67,0.14,9,32,22,45.49654,-73.56881,0,False,False,False,1
72,0.49,30,31,3,45.51719,-73.60649,0,False,False,False,1
0,0.03,1,7,1,45.56359,-73.60797,1,False,False,False,1
300,0.23,10,32,1,45.46834,-73.59284,0,False,True,False,0
365,0.16,5,31,20,45.50313,-73.56314,0,False,False,False,0
0,0.0,0,90,1,45.48127,-73.66751,1,False,False,False,1
170,1.33,85,1,6,45.51553,-73.57689,0,False,False,False,0
12,1.46,94,3,2,45.51684,-73.586,0,False,True,False,1
81,0.28,17,31,13,45.52989,-73.5546,0,False,False,False,1
81,0.17,10,31,13,45.53166,-73.55457,0,False,False,False,1
170,0.28,18,1,6,45.5163,-73.57891,0,False,False,False,1
254,0.0,0,32,1,45.58706,-73.56512,1,False,False,False,1
54,0.17,11,31,25,45.51609,-73.55766,0,False,False,False,1
364,0.07,3,90,3,45.51193,-73.54987,0,False,False,False,0
365,0.0,0,120,2,45.49484,-73.56876,1,False,False,False,1
364,0.2,13,32,4,45.48556,-73.63096,0,False,False,False,0
262,2.12,129,31,1,45.59853,-73.53118,0,False,False,False,0
179,0.41,23,31,1,45.41928,-73.64459,0,False,False,False,1
0,0.05,2,1,1,45.52123,-73.55825,1,False,False,False,1
67,3.24,208,2,1,45.57373,-73.5467,0,False,False,False,0
57,2.82,181,2,1,45.55104,-73.53195,0,False,False,False,0
1,6.17,392,1,2,45.50222,-73.56416,0,False,False,False,0
281,0.15,9,1,8,45.51576,-73.55597,0,False,False,True,0
271,0.15,9,1,8,45.51672,-73.55608,0,False,False,True,0
155,4.1,260,2,6,45.53073,-73.57409,0,False,False,False,0
74,0.68,5,3,1,45.54809,-73.61422,0,False,False,False,1
138,2.2,140,31,5,45.48355,-73.57623,0,False,False,False,0
339,0.05,2,31,72,45.53347,-73.61422,0,False,False,False,0
302,0.16,10,45,1,45.46521,-73.5692,0,False,False,False,1
0,0.16,1,31,1,45.46795,-73.59135,1,False,False,False,1
351,0.71,32,2,1,45.53988,-73.62148,0,False,False,False,0
188,1.3,3,1,3,45.4991000189718,-73.56019675274202,0,False,False,False,0
275,0.0,0,2,72,45.53314,-73.61396,1,False,False,False,1
36,0.14,9,31,3,45.51885,-73.60866,0,False,False,False,1
220,0.51,32,31,5,45.51929,-73.57524,0,False,False,False,0
110,2.49,159,31,5,45.51307,-73.56665,0,False,False,False,0
129,0.2,13,45,2,45.57267,-73.54804,0,False,False,False,1
113,3.59,227,31,5,45.51305,-73.56665,0,False,False,False,0
260,0.24,5,31,1,45.54775,-73.54803,0,False,False,False,0
65,0.61,39,31,8,45.45584,-73.59329,0,False,False,False,1
61,0.14,6,32,3,45.49487,-73.56864,0,False,False,False,1
324,1.36,86,1,9,45.55743843675428,-73.5687915217763,0,False,True,False,0
67,0.03,1,32,22,45.49689,-73.56854,0,False,False,False,1
314,0.37,11,31,1,45.49535,-73.56731,0,False,False,False,0
113,0.05,3,31,55,45.47793,-73.58907,0,False,False,False,1
324,0.21,12,31,2,45.50666037093686,-73.55259989721188,0,False,False,False,0
136,2.75,171,31,5,45.51861,-73.5772,0,False,False,False,0
155,0.83,32,2,1,45.51696395874024,-73.57991027832031,0,False,False,False,0
251,0.21,13,32,29,45.521076,-73.557976,0,False,False,False,1
42,0.12,4,32,22,45.49523,-73.56713,0,False,False,False,1
263,0.0,0,32,7,45.49048,-73.57918,1,False,False,False,1
161,3.94,249,2,23,45.49692060868832,-73.5796352414575,0,False,False,False,0
165,0.45,26,31,5,45.49678,-73.56929,0,False,False,False,1
150,0.37,22,31,5,45.49549,-73.5671,0,False,False,False,1
54,0.49,31,90,6,45.470944447310224,-73.63890356924422,0,False,False,False,1
72,0.26,11,31,22,45.49606,-73.56744,0,False,False,False,1
66,0.37,23,32,22,45.49654,-73.56886,0,False,False,False,1
87,0.25,11,32,2,45.52126,-73.60646,0,False,False,False,1
180,0.0,0,90,1,45.4958117,-73.567656,1,False,False,False,1
94,0.1,4,33,69,45.50528,-73.56276,0,False,False,False,1
88,0.6,38,31,9,45.53041,-73.56466,0,False,False,False,1
262,0.06,4,32,4,45.44414,-73.84471,0,False,True,False,0
142,2.79,177,2,2,45.52504,-73.67622,0,False,False,False,0
244,2.93,185,2,1,45.50467,-73.55743,0,False,False,False,0
181,1.38,87,1,6,45.51501,-73.57711,0,False,False,False,0
172,1.26,79,2,6,45.59658,-73.58369,0,False,False,False,0
269,1.13,54,3,8,45.5044,-73.55721,0,False,False,False,0
61,0.23,14,31,1,45.49815,-73.57538,0,False,False,False,1
192,0.3,17,31,133,45.52497,-73.59617,0,False,False,False,1
254,1.81,100,3,8,45.50449,-73.5585,0,False,False,False,0
2,0.07,2,31,4,45.49822,-73.57984,0,False,False,False,1
103,0.39,22,32,3,45.49674,-73.56887,0,False,False,False,1
316,0.23,7,31,1,45.59929,-73.51714,0,False,False,False,0
0,0.05,3,90,1,45.49481,-73.55785,1,False,False,False,1
10,6.42,403,1,3,45.45232,-73.58733,0,False,False,False,0
0,4.04,230,31,47,45.50085,-73.55793,1,False,False,False,0
326,3.84,232,31,47,45.50068,-73.55982,0,False,False,False,0
330,4.59,276,31,47,45.50054,-73.55802,0,False,False,False,0
306,0.47,26,31,47,45.50177,-73.55795,0,False,False,False,0
280,0.26,11,31,6,45.49646,-73.56877,0,False,False,False,0
304,2.87,159,2,72,45.52235,-73.60145,0,False,False,False,0
3,2.85,167,2,72,45.52442,-73.60101,0,False,False,False,0
180,0.52,10,1,6,45.58768,-73.55671,0,False,True,False,0
356,0.68,38,31,13,45.51274,-73.57342,0,False,False,False,0
89,0.09,5,31,55,45.50982,-73.5604,0,False,False,False,1
325,0.98,56,31,13,45.51275,-73.57428,0,False,False,False,0
356,1.57,90,1,3,45.49144,-73.55832,0,False,False,False,0
0,1.19,73,31,1,45.54305,-73.60712,1,False,False,False,1
365,0.0,0,365,1,45.52832,-73.56578,1,False,False,False,1
349,1.4,87,2,6,45.58766,-73.57995,0,False,False,False,0
139,0.27,17,31,1,45.54307,-73.64912,0,False,False,False,1
0,2.17,135,3,1,45.43607,-73.67979,1,False,False,False,0
258,0.23,14,1,6,45.47634284171156,-73.63827850681345,0,False,True,False,0
365,0.09,5,31,1,45.49689,-73.56753,0,False,False,False,0
5,0.1,3,31,1,45.55814,-73.53715,0,False,False,False,1
206,0.11,7,31,55,45.47748,-73.58917,0,False,False,False,1
260,1.45,87,31,13,45.59515,-73.51249,0,False,False,False,0
0,0.12,4,31,1,45.53362,-73.5703,1,False,False,False,1
334,0.19,12,31,8,45.49542,-73.62335,0,False,True,False,0
65,0.22,14,31,1,45.52114,-73.58793,0,False,True,False,1
0,0.34,19,90,1,45.4948,-73.56009,1,False,False,False,1
83,0.24,9,90,1,45.55772,-73.66364,0,False,False,False,1
0,0.09,3,31,1,45.53871,-73.58048,1,False,False,False,1
96,0.74,45,31,1,45.47871,-73.61719,0,False,False,False,1
128,1.93,110,31,13,45.46475,-73.61632,0,False,False,False,0
0,0.11,6,32,22,45.49458,-73.56764,1,False,False,False,1
122,0.09,5,60,1,45.52099,-73.59072,0,False,False,False,1
18,5.29,327,1,1,45.51547,-73.56451,0,False,False,False,0
365,0.03,2,32,2,45.53268,-73.55113,0,False,True,False,0
42,3.73,232,1,2,45.50413,-73.56406,0,False,False,False,0
2,0.42,24,31,1,45.50097,-73.5609,0,False,False,False,1
246,0.3,13,31,1,45.50474,-73.61974,0,False,False,False,0
299,0.0,0,200,6,45.5077,-73.57457,1,False,True,False,1
54,0.55,34,40,7,45.58315,-73.5741,0,False,True,False,1
94,0.0,0,90,5,45.49541,-73.56981,1,False,False,False,1
86,3.89,213,1,31,45.49614427794389,-73.60837579766014,0,False,False,False,0
248,0.24,14,32,29,45.557625,-73.569603,0,False,False,False,1
357,0.15,9,31,8,45.49561,-73.62318,0,False,True,False,0
364,0.23,10,31,8,45.4951,-73.62486,0,False,True,False,0
333,0.2,12,31,8,45.4974,-73.62488,0,False,True,False,0
128,1.98,122,1,13,45.46475,-73.61632,0,False,False,False,0
149,0.25,14,32,1,45.55477,-73.61262,0,False,False,False,1
233,1.01,61,7,1,45.68746,-73.50302,0,False,False,False,0
179,0.02,1,100,1,45.54362,-73.61199,0,False,False,False,1
41,1.5,93,31,4,45.52847,-73.57889,0,False,False,False,1
251,0.34,12,31,1,45.49489,-73.56851,0,False,False,False,1
200,0.07,3,93,1,45.541534423828125,-73.58817291259766,0,False,False,False,1
335,0.33,19,31,2,45.57121,-73.57456,0,False,False,False,0
339,0.1,6,32,29,45.557613,-73.569717,0,False,False,False,0
199,0.1,5,120,1,45.49298,-73.55985,0,False,False,False,1
260,1.72,94,3,8,45.50372,-73.55693,0,False,False,False,0
123,2.51,152,1,13,45.46475,-73.61632,0,False,False,False,0
35,0.08,5,32,22,45.49561,-73.56675,0,False,False,False,1
265,1.73,95,3,8,45.50258,-73.55881,0,False,False,False,0
269,0.87,48,3,8,45.50437,-73.55736,0,False,False,False,0
113,1.8,111,1,13,45.464745,-73.616318,0,False,False,False,0
96,2.57,146,1,13,45.46475,-73.61632,0,False,False,False,0
110,1.32,80,1,13,45.46475,-73.61632,0,False,False,False,0
0,1.27,78,1,13,45.46475,-73.61632,1,False,False,False,1
365,0.35,21,31,4,45.42651,-73.60274,0,False,True,False,0
262,0.98,54,3,8,45.50468,-73.55862,0,False,False,False,0
0,0.06,3,32,1,45.43158,-73.85839,1,False,False,False,1
30,0.52,32,31,7,45.58471,-73.5742,0,False,True,False,1
324,1.11,48,3,3,45.52787,-73.5807,0,False,False,False,0
253,0.81,49,7,2,45.48904,-73.58095,0,False,True,False,0
192,0.04,2,32,2,45.48297,-73.63258,0,False,False,False,1
365,0.22,12,31,4,45.42633,-73.60699,0,False,True,False,0
57,0.28,17,5,4,45.5546,-73.58449,0,False,False,False,1
83,0.0,0,360,1,45.43763,-73.5998,1,False,True,False,1
89,1.33,73,31,1,45.54459,-73.54619,0,False,False,False,0
104,0.64,32,31,1,45.51833,-73.58256,0,False,False,False,1
0,3.04,185,2,1,45.51928,-73.56551,1,False,False,False,0
346,0.17,9,32,29,45.557594,-73.569633,0,False,False,False,0
121,0.16,7,31,2,45.52682,-73.58328,0,False,False,False,1
180,0.31,17,31,19,45.47329,-73.58674,0,False,True,False,1
140,0.25,14,31,2,45.46849,-73.56776,0,False,False,False,1
187,0.14,8,31,1,45.46118,-73.57564,0,False,False,False,1
150,0.29,15,31,19,45.47105,-73.58677,0,False,True,False,1
317,0.09,4,31,11,45.51087188720703,-73.56932067871094,0,False,False,False,0
206,0.39,20,31,19,45.47242,-73.58889,0,False,True,False,1
15,2.1,122,31,21,45.52397,-73.57926,0,False,False,False,0
0,0.96,54,7,1,45.51156,-73.56245,1,False,False,False,1
365,0.32,15,31,13,45.49477,-73.56871,0,False,False,False,0
159,0.15,3,31,11,45.50769,-73.56964,0,False,False,False,1
83,3.04,171,31,4,45.51298860381615,-73.57037835283413,0,False,False,False,0
90,0.1,4,31,10,45.50067901611328,-73.58033752441406,0,False,False,False,1
250,0.83,45,33,2,45.5217,-73.69392,0,False,False,False,0
244,0.14,8,31,6,45.51134,-73.67692,0,False,True,False,0
352,0.33,18,31,8,45.50445,-73.63173,0,False,False,False,0
135,0.18,7,110,6,45.50768,-73.57363,0,False,True,False,1
184,2.42,135,2,17,45.52221,-73.59836,0,False,False,False,0
2,3.06,159,2,72,45.52306,-73.60191,0,False,False,False,0
0,0.2,11,1,3,45.49144,-73.55832,1,False,False,False,1
363,0.43,24,1,4,45.51636,-73.56138,0,False,True,False,0
322,2.57,141,2,72,45.52299,-73.6019,0,False,False,False,0
294,2.43,142,2,72,45.52429,-73.60166,0,False,False,False,0
337,3.02,163,2,72,45.52242,-73.60131,0,False,False,False,0
134,0.07,4,31,55,45.50957,-73.56176,0,False,False,False,1
148,2.59,139,2,23,45.50528,-73.55604,0,False,False,False,0
180,0.87,48,31,5,45.45662,-73.5995,0,False,False,False,1
180,1.01,56,31,5,45.45864,-73.60014,0,False,False,False,0
180,1.13,64,31,5,45.45861,-73.60059,0,False,False,False,0
0,0.19,11,32,1,45.53277,-73.56157,1,False,False,False,1
0,0.0,0,31,10,45.49487,-73.5711,1,False,False,False,1
257,1.76,97,2,4,45.53512,-73.60322,0,False,False,False,0
0,1.75,91,2,4,45.53685,-73.60357,1,False,False,False,0
102,2.39,134,6,4,45.52354431152344,-73.58232116699219,0,False,False,False,0
251,0.19,6,31,1,45.54253,-73.61851,0,False,False,False,0
81,0.48,3,31,1,45.49027,-73.55689,0,False,False,False,1
35,0.58,33,32,7,45.54544,-73.55563,0,False,False,False,1
50,0.11,4,31,133,45.50307,-73.56393,0,False,False,False,1
89,0.0,0,31,1,45.53729,-73.59395,1,False,False,False,1
285,0.44,25,31,30,45.54637,-73.53959,0,False,True,False,0
179,0.52,28,75,2,45.54518,-73.54704,0,False,False,False,1
270,0.51,19,31,2,45.50278806365901,-73.55658223776179,0,False,False,False,0
0,0.25,14,31,130,45.53586,-73.60543,1,False,False,False,1
48,0.56,5,3,1,45.55723,-73.57195,0,False,False,False,1
0,0.16,9,31,130,45.47827,-73.58883,1,False,False,False,1
87,0.21,11,31,1,45.49704,-73.56889,0,False,False,False,1
298,0.12,6,31,1,45.49595,-73.57484,0,False,False,False,0
0,0.38,21,37,3,45.53022,-73.56548,1,False,False,False,1
0,1.29,61,2,7,45.51716613769531,-73.57910919189453,1,False,False,False,1
244,3.33,190,2,23,45.52514,-73.58401,0,False,False,False,0
2,0.32,18,31,3,45.53995,-73.62166,0,False,False,False,1
174,1.79,99,2,23,45.5052754,-73.55603789999999,0,False,False,False,0
269,3.09,173,2,23,45.52508,-73.58613,0,False,False,False,0
365,0.81,46,31,4,45.42617,-73.6027,0,False,True,False,0
155,1.49,85,32,3,45.48844,-73.64071,0,False,False,False,0
173,1.76,100,2,23,45.5052754,-73.55603789999999,0,False,False,False,0
154,1.0,51,31,1,45.49041,-73.62811,0,False,False,False,0
118,0.06,3,31,1,45.48034,-73.56458,0,False,False,False,1
90,0.0,0,31,10,45.50036,-73.57361,1,False,False,False,1
20,0.13,7,2,1,45.53077,-73.61035,0,False,False,False,1
122,0.41,21,31,1,45.57135391235352,-73.56476593017578,0,False,False,False,1
329,0.25,13,31,13,45.49581,-73.57141,0,False,False,False,0
34,1.4,78,1,6,45.49718,-73.57729,0,False,False,False,1
180,0.15,7,31,130,45.5354,-73.6052,0,False,False,False,1
270,0.46,22,32,2,45.448578,-73.649445,0,False,False,False,0
199,0.39,20,32,2,45.44853973388672,-73.64930725097656,0,False,False,False,1
276,0.32,18,31,30,45.54574,-73.53956,0,False,True,False,0
10,1.87,106,2,2,45.51418104603416,-73.55829328264664,0,False,False,False,0
249,0.11,6,365,1,45.49365,-73.55805,0,False,False,False,1
104,3.97,225,2,2,45.52642,-73.67772,0,False,False,False,0
176,1.04,58,3,3,45.5523031704604,-73.55297875334057,0,False,False,False,0
167,1.34,73,3,3,45.55048920837169,-73.55267945613527,0,False,False,False,0
88,1.46,80,2,3,45.55256171954448,-73.55361771941081,0,False,False,False,0
0,1.17,65,1,15,45.500997,-73.555972,1,False,False,True,1
7,0.23,13,3,1,45.53428,-73.57768,0,False,False,False,1
0,1.76,99,1,13,45.46475,-73.61632,1,False,False,False,1
80,0.29,10,31,133,45.51021,-73.56025,0,False,False,False,1
80,0.07,2,31,133,45.50071,-73.56651,0,False,False,False,1
114,0.07,1,31,133,45.51156,-73.56188,0,False,False,False,1
126,1.64,92,1,13,45.46475,-73.61632,0,False,False,False,0
339,2.82,157,1,2,45.55368323392943,-73.53341235844573,0,False,False,False,0
89,0.02,1,31,10,45.5006,-73.57333,0,False,False,False,1
77,0.38,17,31,19,45.46035,-73.59425,0,False,False,False,1
342,0.43,24,32,29,45.557594,-73.569633,0,False,False,False,0
1,1.56,68,2,1,45.51699,-73.57976,0,False,False,False,1
318,3.14,175,2,72,45.53125,-73.60867,0,False,False,False,0
360,1.43,75,3,2,45.54628,-73.62582,0,False,False,False,0
173,2.0,82,2,1,45.53479,-73.58326,0,False,False,False,0
130,0.17,8,33,2,45.50527,-73.56539,0,False,False,False,1
116,0.25,13,32,2,45.54015,-73.62924,0,False,False,False,1
0,1.44,74,1,24,45.52433,-73.58594,1,False,False,False,1
209,0.27,13,31,1,45.49476,-73.57107,0,False,False,False,1
0,0.0,0,90,1,45.50047,-73.57816,1,False,False,False,1
315,1.9,100,2,9,45.54689025878906,-73.62621307373047,0,False,False,False,0
2,3.42,75,2,25,45.51983,-73.58311,0,False,False,False,0
2,0.24,13,32,40,45.49381,-73.62536,0,False,True,False,1
106,1.45,65,31,1,45.521294,-73.555351,0,False,False,False,0
365,0.0,0,60,2,45.4927,-73.57031,1,False,False,False,0
168,0.1,5,32,4,45.56943,-73.57302,0,False,False,False,1
0,0.0,0,182,2,45.52203,-73.55295,1,False,False,False,1
229,3.4,71,2,25,45.52082,-73.58983,0,False,False,False,0
64,0.18,9,32,1,45.51389,-73.61054,0,False,False,False,1
365,0.09,5,90,40,45.49329,-73.62581,0,False,True,False,0
0,0.42,19,31,4,45.52999,-73.57072,1,False,False,False,1
171,0.47,24,32,1,45.45781,-73.59654,0,False,False,False,1
72,0.52,27,4,2,45.55295270313705,-73.60851832265713,0,False,False,False,1
20,0.21,10,31,2,45.46721,-73.62018,0,False,False,False,1
362,0.62,32,2,47,45.5296623,-73.5778806,0,False,False,False,0
38,6.04,277,31,11,45.5252997644988,-73.58763430551767,0,False,False,False,0
2,0.52,26,120,1,45.50149,-73.78477,0,False,False,False,1
110,0.47,16,31,13,45.51619,-73.5717,0,False,False,False,1
316,0.16,9,32,2,45.49851,-73.68301,0,False,False,False,0
64,0.0,0,32,1,45.49677,-73.56849,1,False,False,False,1
257,0.22,6,60,1,45.49816860986465,-73.57467265976898,0,False,False,False,1
0,1.51,84,1,47,45.52295,-73.58292,1,False,False,False,1
179,0.73,40,1,47,45.52303,-73.58266,0,False,False,False,1
325,6.16,339,1,47,45.52255,-73.58399,0,False,False,False,0
325,15.63,868,1,47,45.52397,-73.58472,0,False,False,False,0
301,2.74,152,1,47,45.52471,-73.58261,0,False,False,False,0
17,1.77,83,31,21,45.52415,-73.58114,0,False,False,False,1
365,0.18,8,60,4,45.44883,-73.58243,0,False,True,False,0
238,1.71,85,31,13,45.59539,-73.51447,0,False,False,False,0
339,0.0,0,365,1,45.49381,-73.61334,1,False,False,False,1
229,2.49,136,1,3,45.4938893193846,-73.58219072785155,0,False,False,False,0
128,2.36,131,1,13,45.46475,-73.61632,0,False,False,False,0
95,2.34,131,1,13,45.46475,-73.61632,0,False,False,False,0
0,1.19,65,2,1,45.53257,-73.5693,1,False,True,False,1
199,1.68,58,2,3,45.512127,-73.571205,0,False,False,False,0
193,0.45,25,31,4,45.60011,-73.52037,0,False,False,False,1
118,3.15,176,1,13,45.46474456787109,-73.61631774902344,0,False,False,False,0
220,2.9,160,31,4,45.54986,-73.54819,0,False,False,False,0
89,0.03,1,60,2,45.49686,-73.57404,0,False,False,False,1
13,2.82,157,1,21,45.513348,-73.570999,0,False,False,False,0
67,1.87,101,4,3,45.52786,-73.69434,0,False,True,False,0
126,2.88,160,1,13,45.46475,-73.61632,0,False,False,False,0
2,0.07,4,31,5,45.46481,-73.5738,0,False,False,False,1
219,0.12,2,90,5,45.49416,-73.5569,0,False,False,False,1
364,0.14,4,31,5,45.49609,-73.56672,0,False,False,False,0
0,3.47,192,31,2,45.5198,-73.5754,1,False,False,False,0
0,0.46,25,45,7,45.58512,-73.57486,1,False,True,False,1
171,1.26,69,31,2,45.58316,-73.57364,0,False,False,False,0
88,2.94,160,31,4,45.51278,-73.57185,0,False,False,False,0
0,4.71,259,1,3,45.44615,-73.60163,1,False,False,False,0
27,0.58,32,31,2,45.47763,-73.58571,0,False,False,False,1
293,0.37,20,31,24,45.50637,-73.55252,0,False,True,False,0
251,0.73,39,31,24,45.50754894868771,-73.55467864844789,0,False,False,False,0
25,0.38,9,14,2,45.51933,-73.5938,0,False,True,False,1
362,0.0,0,90,1,45.50384,-73.55566,1,False,False,False,0
359,0.13,4,90,1,45.49539,-73.5745,0,False,False,False,0
365,1.07,38,31,1,45.57339,-73.57075,0,False,True,False,0
194,0.68,30,31,1,45.49682,-73.56814,0,False,False,False,1
158,0.26,11,31,2,45.48716,-73.58714,0,False,True,False,1
126,0.33,18,32,2,45.54925,-73.59578,0,False,False,False,1
166,1.73,94,2,7,45.51827,-73.59089,0,False,False,False,0
46,5.81,255,1,2,45.50909911715301,-73.55864426556714,0,False,False,False,0
2,2.54,137,31,2,45.51104,-73.5697,0,False,False,False,0
342,2.79,153,2,2,45.51971,-73.573,0,False,False,False,0
117,0.17,9,31,4,45.45927,-73.63546,0,False,True,False,1
0,0.26,13,31,1,45.57647,-73.63148,1,False,False,False,1
117,0.13,7,31,1,45.51325,-73.55726,0,False,False,False,1
215,0.35,19,31,1,45.49105,-73.58197,0,False,False,False,1
313,0.04,2,300,1,45.48666,-73.5798,0,False,True,False,1
0,3.15,173,31,11,45.52448,-73.58567,1,False,False,False,0
196,0.21,11,31,1,45.57276,-73.54193,0,False,False,False,1
153,3.43,187,31,11,45.52412001660442,-73.5836709861483,0,False,False,False,0
317,0.52,23,31,1,45.53044,-73.55206,0,False,False,False,0
0,0.15,1,31,1,45.52557813342455,-73.60179830222265,1,False,False,False,1
0,2.25,116,31,4,45.54917,-73.54813,1,False,False,False,0
269,0.44,21,31,8,45.47377,-73.60625,0,False,False,False,0
291,0.16,7,31,24,45.50738,-73.55463,0,False,False,False,1
113,0.5,27,31,1,45.52379,-73.57415,0,False,True,False,1
156,0.17,9,31,4,45.56942,-73.57152,0,False,True,False,1
169,0.2,11,31,4,45.56964,-73.57299,0,False,True,False,1
136,0.11,5,31,133,45.53838,-73.60578,0,False,False,False,1
0,0.16,8,31,22,45.49627,-73.56691,1,False,False,False,1
49,2.47,130,2,7,45.53625,-73.61139,0,False,True,False,0
267,1.89,100,31,9,45.51839,-73.58245,0,False,False,False,0
54,1.61,85,2,7,45.53771,-73.61264,0,False,True,False,0
2,0.98,53,31,1,45.45069,-73.59134,0,False,False,False,1
110,0.37,19,31,9,45.51891,-73.58246,0,False,False,False,1
164,0.5,18,31,2,45.5142,-73.57009,0,False,False,False,1
353,3.9,208,1,3,45.49251,-73.55788,0,False,False,False,0
16,2.47,132,1,7,45.53796,-73.61059,0,False,True,False,0
143,1.22,39,3,1,45.56235401703884,-73.57450706036411,0,False,False,False,0
365,0.14,7,31,40,45.49381,-73.62607,0,False,True,False,0
58,1.78,81,31,1,45.48086,-73.55639,0,False,False,False,0
114,1.22,60,31,1,45.47879,-73.5852,0,False,False,False,1
0,3.94,198,2,3,45.45838,-73.59798,1,False,False,False,0
